age,gender,location,income_bracket,total_purchases,avg_purchase_value,purchase_frequency,premium_product_affinity,brand_loyalty_score,website_visits_30d,email_engagement_rate,customer_lifetime_value,churn_risk_score,satisfaction_score,promotion_response_rate,discount_sensitivity,Cluster
0.5325968306572445,0.7221448393111211,-0.8701540175258178,-1.253254099375754,-1.271313524841168,-0.30026314905170187,-1.1655155406214706,1.1654859929187016,-0.45102794879500085,2.342770105748151,0.5451701364654644,-0.923997726335361,-1.1420845919505542,1.5860840107288572,1.075305658246886,-0.44350460550842047,3
0.9837206919627203,2.4539070438941453,-1.217798451215717,0.15648054559134833,-0.28808574074126997,-0.15236570519640585,-0.9439741251187259,0.5533643109933348,-0.3437036170552665,-1.4330066360632723,1.2448895711711294,-0.20687738600053177,-1.1869922282877345,-1.107884496460207,-1.6937487977776353,-0.8587140700405265,3
-1.542572931347944,-1.009617365271903,0.17277928354387986,1.5662151905584507,4.300310585058254,0.14004738120651922,-0.14088649392127667,0.14317967877530544,0.6273260510661387,0.9516944640281529,0.022844361262643973,3.5182579909168137,-0.648100592241569,-1.1480929816421335,0.07736720169259435,1.067857845388445,2
-0.6403252087369924,0.7221448393111211,0.17277928354387986,0.15648054559134833,-0.6158283354412359,-0.7949079536531033,-0.4731986171753936,-0.9106792993848625,-0.5225775032881571,0.7529693723538674,-0.45020539741160825,-0.8496908489651402,1.8410655361621477,-1.509969348279471,0.09984329305642978,0.4976368474310196,1
-1.2718986145646585,-1.009617365271903,-0.5225095838359185,1.5662151905584507,0.36739944865866203,0.13553831279629672,0.8975888912478386,0.16211127718536833,0.98507382353192,-0.04193099434327428,0.8802470488597263,0.41367584083578446,-0.4235624105556667,-0.0021511539572328675,-0.09794631094532193,-0.8033528081029123,3
0.9837206919627203,-1.009617365271903,0.17277928354387986,-1.253254099375754,-0.28808574074126997,1.337430497541088,0.17757929086391885,-0.17234696139240943,0.9901845059957168,0.3555191890052966,0.17560001250120477,0.47405368903910067,1.2636816403983993,-0.2836105502307176,-1.6667774881410329,1.2228693788137648,0
-1.0914490700424682,0.7221448393111211,-1.217798451215717,-1.253254099375754,1.35062723275856,-1.345465206541263,-0.5424303095200013,-0.4941841343634788,-0.40503180662082894,0.7529693723538674,0.8260434306783015,-0.5020454960078135,1.8603116660209393,-0.6052784316861277,-0.8621334173157255,0.7799792833128519,3
-1.001224297781373,-1.009617365271903,-0.5225095838359185,0.15648054559134833,0.03965685395869603,-1.5143298185040932,0.23296464473960474,0.9572384104080099,1.6852373210720912,-1.4330066360632723,0.5156045265483237,-0.8795334195189654,0.7953591471678029,0.3597252126801046,-1.9140144931432221,-0.7424554199715367,3
0.6228216029183397,-1.009617365271903,-1.5654428849056161,1.5662151905584507,-0.28808574074126997,1.0580937095278076,-0.3070425555483351,-0.14710483017899223,1.5932450367237474,-0.836831361040416,0.31850046043405167,0.33307843416438104,0.9621589392773304,-0.8063208575957597,-0.43059246313008565,-1.4787602037418046,3
-0.9109995255202779,0.7221448393111211,1.5633570183034766,0.15648054559134833,-0.6158283354412359,3.8690469564604753,-1.1239765252147058,1.2033491897388275,-0.527688185751954,-0.6381062693661306,-0.33194295774304533,1.6010319682474181,0.7953591471678029,-0.022255396548195614,-0.8621334173157255,0.25404729490551786,2
-0.5501004364758972,0.7221448393111211,-0.8701540175258178,0.15648054559134833,0.6951420433586281,1.6990577840409273,-0.11319381698343356,0.6038485734201693,-0.6707872947382665,-0.6381062693661306,-0.3467257627016155,2.2218473004712833,-1.199822981526929,-1.2084057094150236,-0.8306668894063559,1.571645329020734,2
0.0814729693517688,0.7221448393111211,0.520423717233779,1.5662151905584507,0.03965685395869603,0.6355939994899652,-0.14088649392127667,0.5028800485665004,1.5983557191875444,-0.836831361040416,0.6141565596054597,0.5595936544471479,-0.30167025478331977,-0.10267236691204838,0.5223938106965352,-0.6372690222900698,1
0.80327114744053,0.7221448393111211,-1.5654428849056161,0.15648054559134833,1.6783698274585261,-0.7351627972176559,-0.8885887712430398,1.1086911976885132,-1.1920769060455472,-1.0355564527147014,-0.7064406833601615,0.6105544305120865,-0.9239617868842491,0.44014218304395736,-1.3386265542290359,-1.5285853394856574,3
-0.7305499809980875,0.7221448393111211,-1.217798451215717,-1.253254099375754,0.36739944865866203,-0.3354338826514369,-0.999359478994412,1.6324654203669202,-0.2874861099535008,1.94531992239958,0.5156045265483237,0.311436017878169,0.4938364460467341,-0.4444444909584231,0.4639559731505631,-0.3992155959583291,3
0.17169774161286394,0.7221448393111211,0.8680681509236783,0.15648054559134833,2.006112422158492,1.7421193873585514,-0.5701229864578444,-1.238827005159286,-0.28237542748970396,0.7529693723538674,-0.19397011146305493,2.9313853063805806,-0.33374713788130567,0.7014973367264784,0.3965276990590568,0.2319027901304722,2
-0.9109995255202779,-1.009617365271903,1.2157125846135775,1.5662151905584507,2.006112422158492,-0.360008305487149,-0.9578204635876475,1.9038183309111545,0.6886542406317012,1.7465948307252945,1.6686633133168136,1.5762068436838221,-0.3850701508380834,-0.18308933727590115,0.1492906940568677,1.9813186673590784,2
0.0814729693517688,-1.009617365271903,1.2157125846135775,0.15648054559134833,0.03965685395869603,0.3179301299897944,0.20527196780176163,-1.78784335905111,-0.26193269763451643,-1.4330066360632723,0.5254597298540372,-0.11819215594189332,-0.7828235012531104,-0.4042360057764967,-1.6937487977776353,-0.515474246027319,0
1.0739454642238155,0.7221448393111211,-1.217798451215717,0.15648054559134833,-0.28808574074126997,-0.0734570080175132,0.6898938142140156,-0.09662056775215778,-1.6571490102510622,-1.0355564527147014,0.983726683569719,-0.25465545378808613,-1.1292538387113598,0.31951672749817733,1.2146574247026656,0.5640703617561567,1
0.0814729693517688,-1.009617365271903,0.17277928354387986,0.15648054559134833,1.35062723275856,-1.3450142997002406,0.20527196780176163,-0.9485424962049882,-0.0012878919808763972,0.15679409733101116,0.06226517448549837,-0.5552154460535245,-0.8469772674490825,0.6411846089535884,-1.6892535795048682,-0.24420406253300944,3
-0.18920134743151665,0.7221448393111211,1.5633570183034766,-1.253254099375754,-0.943570930141202,0.3810570877329085,-0.7224327096159812,0.45239578613966597,0.31557442077452985,1.94531992239958,-0.5389022271630306,-0.5106013647299578,1.2123586274416214,0.741705821908404,0.5493651203331377,-0.8310334390717194,0
-0.7305499809980875,-1.009617365271903,-0.5225095838359185,-1.253254099375754,-1.271313524841168,-0.029944497858866524,-0.6255083403335304,-0.014583641308552182,0.46378421222463867,-0.6381062693661306,-0.47977100732874906,-0.926375396636701,2.0399422113696613,-0.1629850946849384,-1.0284564934081073,-0.00615063620126878,0
0.2619225138739591,0.7221448393111211,0.17277928354387986,0.15648054559134833,2.661597611558424,1.0177375472563168,-1.2485935714349998,1.0266542712449074,0.3871239752676861,0.554244280679582,-0.7360062932773024,4.093111271252574,-0.3529932677400973,-0.7057996446409441,1.6686744702521408,-0.5542271293836485,2
0.4423720583961494,0.7221448393111211,1.5633570183034766,0.15648054559134833,-0.6158283354412359,-0.001988273715487524,-1.1239765252147058,-1.0810636850754285,-0.37436771183804773,-1.0355564527147014,-0.07078007014163495,-0.5688449262060871,1.738419510248593,-2.796640874101114,-0.33169766112921006,1.0235688358383543,0
-0.008751802909326348,0.7221448393111211,0.17277928354387986,1.5662151905584507,0.36739944865866203,0.038367888556003434,2.0745276611061696,-1.2703796691760576,1.1843904396199976,0.554244280679582,-0.19889771311591173,0.03974506186994413,1.8859731724993283,0.5004549108168473,-1.2622078435919954,-0.5985161389337399,1
0.5325968306572445,0.7221448393111211,0.17277928354387986,0.15648054559134833,0.36739944865866203,1.8122354011375106,-0.14088649392127667,1.7839182076474227,-0.4970240909691727,-0.04193099434327428,1.062568310015428,2.29901861529115,-1.3345458905384702,-0.4243402483674595,0.28414724223988025,-1.10783974875979,2
0.6228216029183397,0.7221448393111211,-0.5225095838359185,-1.253254099375754,-1.599056119541134,-0.42741887821997465,0.19142562933284038,-1.2072743411425144,0.9544097287491387,-1.234281544388987,-1.731381827154375,-1.2327953164952055,-1.668145474757525,-0.524861461322275,-0.5474681382220299,-1.5728743490357489,1
-0.5501004364758972,-1.009617365271903,0.17277928354387986,-1.253254099375754,-0.6158283354412359,0.6827137643767894,3.0576176923995986,1.1150017304918676,-0.7474475316952193,-0.836831361040416,-1.3864497114543994,0.022670768052448182,0.2821290176000264,0.058161573815656266,0.1223193844202652,0.8242682928629432,1
1.6152940977903862,-1.009617365271903,0.520423717233779,0.15648054559134833,-0.6158283354412359,1.1647331774295686,-0.26550354014157046,1.9669236589446977,0.39223465773148297,-1.0355564527147014,-0.913399952780147,0.41036207986462575,0.038344706055332224,0.741705821908404,-0.03051803685381566,0.24851116871175644,0
-0.008751802909326348,0.7221448393111211,-1.5654428849056161,1.5662151905584507,0.36739944865866203,0.1767962887498323,-0.4870449556443151,0.1053164819551796,-0.6247911525640946,-0.24065608601755972,-0.962675969308715,0.4336145721029261,-1.0073616829390126,-0.04235963913915925,1.4978561758869915,-0.3936794697645677,3
-0.8207747532591827,2.4539070438941453,0.8680681509236783,0.15648054559134833,-0.28808574074126997,-0.13072217682733797,1.1468229836884265,0.14949021157865974,1.0055165533871073,1.3491446473767237,-1.4110877197186833,-0.25079876022843234,-1.6424839682791361,-0.34392327800360667,0.22570940469390813,2.0089992983278853,1
